Id,Release_Date,Title,Vote_Average,Original_Language,Genre
340,2019-06-15,Rascal Does Not Dream of a Dreaming Girl,8.4,ja,"Animation, Comedy, Romance, Drama, Fantasy"
341,2021-03-25,Peter Rabbit 2: The Runaway,7.3,en,"Family, Comedy, Adventure, Animation, Fantasy"
342,2013-03-30,Dragon Ball Z: Battle of Gods,6.8,ja,"Animation, Action, Science Fiction"
343,2021-09-23,My Little Pony: A New Generation,8.1,en,"Animation, Family, Fantasy, Comedy, Music, Adventure"
344,2021-01-08,Redemption Day,6.3,en,Action
345,2012-01-19,Journey 2: The Mysterious Island,6.1,en,"Adventure, Action, Science Fiction"
346,2010-11-22,Love & Other Drugs,7,en,"Drama, Comedy, Romance"
347,2022-01-21,The King's Daughter,7.4,en,"Fantasy, Drama, Romance, History"
348,2018-05-10,Deadpool 2,7.5,en,"Action, Comedy, Adventure"
349,2017-04-12,The Fate of the Furious,6.9,en,"Action, Crime, Thriller"
350,2008-07-01,Hancock,6.3,en,"Fantasy, Action"
351,2014-11-19,The Hunger Games: Mockingjay - Part 1,6.8,en,"Science Fiction, Adventure, Thriller"
352,1994-03-12,Dragon Ball Z: Broly – Second Coming,6.7,ja,"Animation, Action, Science Fiction"
353,2013-07-18,The Conjuring,7.5,en,"Horror, Thriller"
354,2021-06-04,Sweet & Sour,7.9,ko,"Comedy, Romance"
355,2021-11-12,The Belly of the Sea,4,es,Drama
356,2020-11-27,Grisaia: Phantom Trigger The Animation,3.5,ja,"Action, Animation"
357,2016-11-16,Fantastic Beasts and Where to Find Them,7.3,en,"Adventure, Fantasy"
358,2013-06-20,World War Z,6.8,en,"Action, Drama, Horror, Science Fiction, Thriller"
359,2021-08-20,"Barbie: Big City, Big Dreams",7.3,en,"Animation, Music, Family"
360,2021-06-20,Teen Titans Go! See Space Jam,6.9,en,"Animation, Action, Adventure, Comedy, Family, Fantasy, Science Fiction"
361,2021-07-15,Jolt,6.7,en,"Action, Comedy"
362,2020-10-23,Once Upon a Snowman,6.9,en,"Animation, Family, Comedy, Fantasy"
363,2021-10-08,Outlaws,6.9,es,Crime
364,2021-08-30,Mortal Kombat Legends: Battle of the Realms,8,en,"Animation, Action, Fantasy"
365,2021-06-11,Rogue Hostage,6.2,en,"Action, Thriller"
366,2018-01-17,Fifty Shades Freed,6.7,en,"Drama, Romance"
367,2020-11-20,Jiu Jitsu,5,en,"Action, Science Fiction, Fantasy"
368,2009-04-16,Crank: High Voltage,6,en,"Action, Thriller, Crime"
369,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,8.4,en,"Adventure, Fantasy, Action"
370,1998-06-18,Mulan,7.9,en,"Animation, Family, Adventure"
371,2011-04-21,Thor,6.8,en,"Adventure, Fantasy, Action"
372,2008-05-12,Sex and the City,6.6,en,"Comedy, Drama, Romance"
373,2021-07-30,Masquerade,6.4,en,Thriller
374,1989-11-17,The Little Mermaid,7.4,en,"Animation, Family, Fantasy"
375,2021-07-30,More the Merrier,6.8,es,"Comedy, Romance"
376,2021-05-05,The Exorcism of Carmen Farias,6.2,es,Horror
377,2016-07-20,Train to Busan,7.8,ko,"Action, Horror, Thriller"
378,2013-11-20,Frozen,7.3,en,"Animation, Family, Adventure, Fantasy"
379,2012-07-28,Naruto Shippuden the Movie: Road to Ninja,7.6,ja,"Animation, Fantasy, Action"
380,2010-07-15,Inception,8.4,en,"Action, Science Fiction, Adventure"
381,2021-02-27,Girl in the Basement,8.1,en,"Crime, Thriller"
382,2009-06-01,The Proposal,7.1,en,"Comedy, Romance, Drama"
383,2020-02-01,Goblin Slayer: Goblin's Crown,7.6,ja,"Animation, Adventure, Action, Fantasy"
384,1950-02-22,Cinderella,7,en,"Family, Fantasy, Animation, Romance"
385,2021-10-21,El amarre,7,es,Horror
386,2009-06-02,The Hangover,7.3,en,Comedy
387,2005-07-13,Charlie and the Chocolate Factory,7,en,"Adventure, Comedy, Family, Fantasy"
388,2018-06-06,Jurassic World: Fallen Kingdom,6.6,en,"Action, Adventure, Science Fiction"
389,2017-02-08,John Wick: Chapter 2,7.3,en,"Thriller, Action, Crime"
390,2021-12-17,Mamá o papá,7.5,es,"Comedy, Family"
391,2019-06-19,Toy Story 4,7.6,en,"Family, Adventure, Animation, Comedy, Fantasy, Drama"
392,2008-11-20,Twilight,6.3,en,"Fantasy, Drama, Romance"
393,2014-12-13,Kingsman: The Secret Service,7.6,en,"Crime, Comedy, Action, Adventure"
394,2021-11-24,The Unforgivable,7.6,en,"Drama, Crime"
395,2013-07-11,Pacific Rim,6.8,en,"Action, Science Fiction, Adventure"
396,2020-09-10,PAW Patrol: Jet To The Rescue,7,en,"Family, Animation"
397,1997-11-18,Titanic,7.9,en,"Drama, Romance"
398,2012-11-26,The Hobbit: An Unexpected Journey,7.3,en,"Adventure, Fantasy, Action"
399,2016-06-08,The Conjuring 2,7.3,en,"Horror, Thriller"
400,2022-01-05,Four to Dinner,6.2,it,"Comedy, Romance"
401,2016-10-19,Jack Reacher: Never Go Back,5.9,en,"Action, Thriller"
402,2022-06-08,Jurassic World Dominion,0,en,"Adventure, Action, Science Fiction, Thriller"
403,2021-10-27,Bordertown: The Mural Murders,6.9,fi,Crime
404,2021-06-03,The Misfits,5.5,en,"Action, Thriller"
405,2021-06-09,Awake,6,en,"Drama, Science Fiction, Thriller"
406,2021-11-19,Dhamaka,7.2,hi,"Thriller, Drama, Crime"
407,1999-10-15,Fight Club,8.4,en,Drama
408,2019-07-12,The Lion King,7.1,en,"Adventure, Family, Animation"
409,2021-09-01,Malignant,7,en,"Thriller, Horror, Mystery"
410,2010-06-10,The Karate Kid,6.5,en,"Action, Adventure, Drama, Family"
411,2022-03-30,Morbius,0,en,"Action, Science Fiction, Fantasy"
412,2022-02-09,¡Qué Despadre!,4,es,"Comedy, Family, Romance"
413,2021-01-26,Wrong Turn,6,en,"Horror, Thriller"
414,2023-06-23,The Flash,0,en,"Action, Adventure, Science Fiction, Fantasy, Drama"
415,2018-02-13,Black Panther,7.4,en,"Action, Adventure, Science Fiction"
416,2016-09-17,A Silent Voice: The Movie,8.4,ja,"Animation, Drama"
417,2003-05-30,Finding Nemo,7.8,en,"Animation, Family"
418,2014-12-16,Taken 3,6.2,en,"Thriller, Action"
419,2003-12-01,The Lord of the Rings: The Return of the King,8.5,en,"Adventure, Fantasy, Action"
420,2003-05-21,The Texas Chainsaw Massacre,6.2,en,Horror
421,2021-07-30,Vivo,7.6,en,"Animation, Family, Comedy"
422,2020-10-13,Batman: Death in the Family,7.2,en,"Animation, Action"
423,2019-06-19,Weathering with You,8.1,ja,"Animation, Drama, Fantasy, Romance"
424,2004-10-27,The Incredibles,7.7,en,"Action, Adventure, Animation, Family"
425,2021-03-04,Coming 2 America,6.6,en,Comedy
426,2021-09-15,Spoiled Brats,6.3,fr,Comedy
427,2008-04-30,Iron Man,7.6,en,"Action, Science Fiction, Adventure"
428,2021-08-16,Plan A,6.1,en,Thriller
429,2021-07-01,Escape Room: Tournament of Champions,6.8,en,"Horror, Thriller, Mystery"
430,1997-06-20,Batman & Robin,4.3,en,"Science Fiction, Action, Fantasy"
431,2012-06-20,Abraham Lincoln: Vampire Hunter,5.7,en,"Action, Fantasy, Horror"
432,2015-06-06,Jurassic World,6.7,en,"Action, Adventure, Science Fiction, Thriller"
433,2017-03-28,After Porn Ends 2,5.5,en,Documentary
434,2021-04-23,Rurouni Kenshin: The Final,7.9,ja,"Action, Adventure, Drama"
435,2011-07-30,Naruto Shippuden the Movie: Blood Prison,7.2,ja,"Thriller, Animation, Action, Comedy, Horror, Mystery"
436,2021-07-30,The Trip,6.7,no,"Action, Comedy, Thriller, Horror"
437,2010-06-24,Grown Ups,6.3,en,Comedy
438,1994-07-09,Dragon Ball Z: Bio-Broly,5.8,ja,"Animation, Action, Science Fiction"
439,2017-05-23,Pirates of the Caribbean: Dead Men Tell No Tales,6.6,en,"Adventure, Action, Fantasy"
440,2009-06-26,Ice Age: Dawn of the Dinosaurs,6.7,en,"Animation, Comedy, Family, Adventure"
441,2021-02-25,The Penitent Thief,4.2,en,Drama
442,2020-12-25,Pokémon the Movie: Secrets of the Jungle,7.3,ja,"Animation, Adventure"
443,2002-06-14,Scooby-Doo,6,en,"Mystery, Adventure, Comedy"
444,2010-11-24,Tangled,7.6,en,"Animation, Family"
445,2013-04-18,Iron Man 3,6.9,en,"Action, Adventure, Science Fiction"
446,2010-06-30,The Last Airbender,4.7,en,"Action, Adventure, Fantasy"
447,2021-09-10,Catch the Bullet,5.8,en,"Western, Action"
448,2019-12-04,Jumanji: The Next Level,7,en,"Adventure, Comedy, Fantasy"
449,2017-02-08,Fifty Shades Darker,6.5,en,"Drama, Romance"
450,2021-08-20,The Loud House Movie,7.8,en,"Animation, Family, Comedy, Music, Fantasy"
451,2020-07-06,The Secret to Be Told: Relationship With My Aunt,7.3,ko,"Drama, Romance"
452,2021-10-05,This Is Not a Comedy,6.1,es,"Drama, Comedy"
453,2021-06-28,Fear Street: 1994,6.8,en,"Horror, Mystery"
454,2017-11-15,Justice League,6.1,en,"Action, Adventure, Fantasy, Science Fiction"
455,2018-06-14,Incredibles 2,7.5,en,"Action, Adventure, Animation, Family"
456,2018-03-28,Ready Player One,7.6,en,"Science Fiction, Adventure, Action"
457,2022-04-07,Fantastic Beasts: The Secrets of Dumbledore,0,en,"Fantasy, Adventure"
458,2021-12-09,Snoopy Presents: For Auld Lang Syne,7.4,en,"Animation, Family"
459,2000-07-07,Scary Movie,6.3,en,Comedy
460,2021-09-29,No One Gets Out Alive,6,en,"Horror, Thriller, Mystery"
461,2014-11-05,Interstellar,8.4,en,"Adventure, Drama, Science Fiction"
462,2017-02-08,The Lego Batman Movie,7.2,en,"Animation, Family, Action, Comedy, Science Fiction, Fantasy"
463,2019-05-03,Pokémon Detective Pikachu,7,en,"Action, Adventure, Fantasy"
464,2021-09-10,Kate,6.7,en,Action
465,2005-12-07,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",7.1,en,"Adventure, Family, Fantasy"
466,1998-07-28,The Parent Trap,7.1,en,"Comedy, Family"
467,1991-10-22,Beauty and the Beast,7.7,en,"Romance, Family, Animation, Fantasy"
468,2019-04-18,The Pilgrim's Progress,7.9,en,"Animation, Adventure"
469,2013-10-30,Thor: The Dark World,6.6,en,"Action, Adventure, Fantasy"
470,1997-03-26,Dragon Ball GT: A Hero's Legacy,6.7,ja,"Animation, Family, Fantasy"
471,2007-07-25,The Simpsons Movie,7,en,"Animation, Comedy, Family"
472,2019-05-15,John Wick: Chapter 3 - Parabellum,7.4,en,"Action, Thriller, Crime"
473,2017-02-28,Logan,7.8,en,"Action, Drama, Science Fiction"
474,2014-06-25,Transformers: Age of Extinction,5.9,en,"Science Fiction, Action, Adventure"
475,2015-06-09,Inside Out,7.9,en,"Animation, Family, Adventure, Drama, Comedy"
476,2020-01-15,Bad Boys for Life,7.2,en,"Thriller, Action, Crime"
477,2021-04-08,Voyagers,6.2,en,"Science Fiction, Thriller"
478,2015-06-23,Terminator Genisys,5.9,en,"Science Fiction, Action, Thriller, Adventure"
479,2002-12-18,The Lord of the Rings: The Two Towers,8.4,en,"Adventure, Fantasy, Action"
480,2019-05-30,Parasite,8.5,ko,"Comedy, Thriller, Drama"
481,2021-09-22,The Many Saints of Newark,6.7,en,"Crime, Drama"
482,2016-06-15,Central Intelligence,6.4,en,"Action, Comedy, Mystery, Crime"
483,2009-05-28,Up,7.9,en,"Animation, Comedy, Family, Adventure"
484,2009-10-15,Law Abiding Citizen,7.3,en,"Drama, Crime, Thriller"
485,2010-08-03,The Expendables,6.2,en,"Thriller, Adventure, Action"
486,2021-07-08,Fear Street: 1978,7.3,en,"Horror, Mystery"
487,2020-02-05,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),7,en,"Action, Crime"
488,2021-12-06,David and the Elves,6.3,pl,"Family, Fantasy, Comedy"
489,2010-07-03,Predators,6.2,en,"Science Fiction, Action, Thriller"
490,2021-02-19,Body Brokers,6.5,en,"Thriller, Crime"
491,2020-10-25,Skylines,5.6,en,"Science Fiction, Action"
492,2022-03-03,Fresh,7,en,"Horror, Thriller"
493,2016-06-24,Porn to Be Free,5.5,it,Documentary
494,2020-08-31,Solitary,5.7,en,Science Fiction
495,2021-05-12,Spiral: From the Book of Saw,6.2,en,"Horror, Crime, Mystery"
496,2017-09-20,Kingsman: The Golden Circle,7,en,"Action, Adventure, Comedy, Crime, Thriller"
497,2021-04-30,22 vs. Earth,7.1,en,"Family, Comedy, Fantasy, Animation"
498,2015-04-01,Furious 7,7.3,en,"Action, Thriller, Crime, Adventure"
499,2017-04-19,Guardians of the Galaxy Vol. 2,7.6,en,"Adventure, Action, Science Fiction"
500,2010-06-16,Toy Story 3,7.8,en,"Animation, Family, Comedy"
501,2021-01-26,Caged,6.2,en,"Thriller, Horror"
502,2020-09-03,Honest Thief,6.5,en,"Thriller, Action, Crime, Drama"
503,2011-03-08,Battle: Los Angeles,5.7,en,"Science Fiction, Action"
504,2008-07-19,Ponyo,7.7,ja,"Animation, Fantasy, Family"
505,2001-07-20,Spirited Away,8.5,ja,"Animation, Family, Fantasy"
506,2017-03-16,Beauty and the Beast,7,en,"Family, Fantasy, Romance"
507,2020-09-03,Night in Paradise,7,ko,"Crime, Drama, Thriller, Action"
508,1991-07-20,Dragon Ball Z: Cooler's Revenge,6.9,ja,"Action, Animation, Science Fiction"
509,2019-03-15,No Manches Frida 2,8.1,es,Comedy
510,2021-02-03,Please Enlighten Me,2,zh,Romance
511,1937-12-21,Snow White and the Seven Dwarfs,7.1,en,"Fantasy, Animation, Family"
512,2017-07-15,Pokémon the Movie: I Choose You!,7,ja,"Family, Animation, Adventure, Fantasy"
513,2019-03-06,Captain Marvel,6.9,en,"Action, Adventure, Science Fiction"
514,2012-11-13,The Twilight Saga: Breaking Dawn - Part 2,6.5,en,"Adventure, Fantasy, Drama, Romance"
515,2019-10-16,Maleficent: Mistress of Evil,7.3,en,"Family, Fantasy, Adventure"
516,2013-07-11,Grown Ups 2,6.1,en,Comedy
517,2010-09-15,The Town,7.2,en,"Crime, Drama, Thriller"
518,2016-02-11,Zootopia,7.7,en,"Animation, Adventure, Family, Comedy"
519,2021-02-11,Extinct,6.5,en,"Animation, Comedy, Family, Adventure"
520,2008-09-18,Zack and Miri Make a Porno,6.3,en,Comedy
521,2021-06-18,Fatherhood,7.6,en,"Drama, Family, Comedy"
522,2021-04-23,Trigger Point,6.4,en,"Action, Thriller"
523,2013-12-11,The Hobbit: The Desolation of Smaug,7.6,en,"Fantasy, Adventure, Action"
524,2012-06-27,Ice Age: Continental Drift,6.3,en,"Animation, Comedy, Adventure, Family"
525,2019-07-29,Aquaslash,4.1,en,"Horror, Comedy"
526,2013-06-12,Man of Steel,6.6,en,"Action, Adventure, Fantasy, Science Fiction"
527,2021-01-15,Outside the Wire,6.4,en,"Thriller, Action, Science Fiction"
528,2006-10-06,The Texas Chainsaw Massacre: The Beginning,6.1,en,"Horror, Thriller"
529,2022-01-06,Munich: The Edge of War,6.9,en,"Drama, History"
530,2007-05-17,Shrek the Third,6.3,en,"Fantasy, Adventure, Animation, Comedy, Family"
531,2009-05-20,Terminator Salvation,6,en,"Action, Science Fiction, Thriller"
532,2017-09-01,Call Me by Your Name,8.2,en,"Romance, Drama"
533,2020-12-25,We Can Be Heroes,6.3,en,"Action, Fantasy, Family, Comedy"
534,2015-03-24,Southpaw,7.4,en,"Action, Drama"
535,2014-11-22,Penguins of Madagascar,6.5,en,"Family, Animation, Adventure, Comedy"
536,2019-07-25,Red Shoes and the Seven Dwarfs,7.8,en,"Animation, Romance, Family"
537,2015-05-27,San Andreas,6.2,en,"Action, Drama, Thriller"
538,2012-03-07,John Carter,6.2,en,"Action, Adventure, Science Fiction"
539,2002-05-24,Spirit: Stallion of the Cimarron,7.7,en,"Western, Animation, Adventure, Comedy, Family, Drama"
540,2009-06-18,American Pie Presents: The Book of Love,5.3,en,Comedy
541,1990-06-07,Dragon Ball Z: The Tree of Might,6.5,ja,"Action, Animation, Science Fiction"
542,2021-08-11,The Kissing Booth 3,7.2,en,"Romance, Comedy"
543,2021-03-18,The Courier,7.1,en,"Thriller, History, Drama"
544,2020-08-22,Given,8.5,ja,"Animation, Drama, Music, Romance"
545,2011-11-16,The Twilight Saga: Breaking Dawn - Part 1,6.2,en,"Adventure, Fantasy, Romance"
546,2022-02-10,Into the Wind,4.9,pl,"Comedy, Drama, Romance"
547,2014-05-28,Maleficent,7.1,en,"Fantasy, Adventure, Action, Family, Romance"
548,2011-02-10,Just Go with It,6.6,en,"Comedy, Romance"
549,2004-06-23,White Chicks,6.9,en,"Comedy, Crime"
550,2016-01-14,13 Hours: The Secret Soldiers of Benghazi,7.2,en,"War, Action, History, Thriller, Drama"
551,2014-07-17,Sex Tape,5.4,en,Comedy
552,2015-09-09,Maze Runner: The Scorch Trials,6.7,en,"Science Fiction, Action, Thriller, Adventure"
553,2005-09-12,Corpse Bride,7.5,en,"Romance, Fantasy, Animation"
554,2020-03-27,Psycho-Pass 3: First Inspector,7.6,ja,"Science Fiction, Action, Crime, Animation"
555,2021-01-29,Palmer,8.1,en,Drama
556,2021-01-29,Below Zero,6.4,es,"Action, Crime, Thriller"
557,2016-06-01,Me Before You,7.9,en,"Drama, Romance"
558,2021-08-04,Beckett,6.4,en,"Crime, Mystery, Thriller"
559,2021-07-26,"Batman: The Long Halloween, Part Two",7.7,en,"Animation, Mystery, Action, Crime"
560,2011-12-11,Ghost Rider: Spirit of Vengeance,5,en,"Action, Fantasy, Thriller"
561,2019-03-29,Shazam!,7.1,en,"Action, Comedy, Fantasy"
562,2012-06-22,I Want You,7.3,es,"Drama, Romance"
563,2010-03-31,Clash of the Titans,5.9,en,"Adventure, Fantasy, Action"
564,2009-10-20,Wrong Turn 3: Left for Dead,5.6,en,"Horror, Thriller"
565,2016-05-18,X-Men: Apocalypse,6.5,en,"Action, Adventure, Science Fiction, Fantasy"
566,2020-08-22,Tenet,7.2,en,"Action, Thriller, Science Fiction"
567,2009-10-23,Cirque du Freak: The Vampire's Assistant,5.7,en,"Adventure, Fantasy, Action, Thriller"
568,2021-10-08,Grudge,6.4,tr,Thriller
569,2021-07-08,Next-Door Nightmare,6.2,en,"Thriller, TV Movie, Drama"
570,2021-07-21,Trollhunters: Rise of the Titans,7.9,en,"Animation, Fantasy, Family, Action, Adventure"
571,2006-03-29,Ice Age: The Meltdown,6.7,en,"Animation, Family, Comedy, Adventure"
572,1999-03-30,The Matrix,8.2,en,"Action, Science Fiction"
573,2018-08-09,The Meg,6.2,en,"Action, Science Fiction, Horror"
574,1993-07-10,Dragon Ball Z: Bojack Unbound,7,ja,"Action, Animation, Science Fiction"
575,2018-11-20,Ralph Breaks the Internet,7.2,en,"Family, Animation, Comedy, Adventure"
576,2006-06-08,Cars,6.9,en,"Animation, Adventure, Comedy, Family"
577,2016-12-10,Hidden Figures,8,en,"Drama, History"
578,2012-06-29,Ted,6.4,en,"Comedy, Fantasy"
579,2021-07-02,The 8th Night,6.2,ko,"Mystery, Thriller, Horror"
580,2010-05-19,Prince of Persia: The Sands of Time,6.2,en,"Adventure, Fantasy, Action"
581,2015-11-25,Creed,7.4,en,Drama
582,2011-07-22,Captain America: The First Avenger,7,en,"Action, Adventure, Science Fiction"
583,2012-06-21,Brave,7,en,"Animation, Adventure, Comedy, Family, Action, Fantasy"
584,2005-05-25,Madagascar,6.9,en,"Family, Animation, Adventure, Comedy"
585,2021-02-24,Chaos Walking,6.8,en,Science Fiction
586,1992-07-11,Dragon Ball Z: Super Android 13!,6.7,ja,"Action, Animation, Science Fiction"
587,2020-11-27,Life in a Year,8.3,en,"Drama, Romance"
588,2012-01-01,Wreck-It Ralph,7.3,en,"Family, Animation, Comedy, Adventure"
589,2016-04-23,Yu-Gi-Oh!: The Dark Side of Dimensions,7.5,ja,"Adventure, Animation"
590,2021-02-25,Come Play With Me,7.1,es,Horror
591,2010-07-31,Naruto Shippuden the Movie: The Lost Tower,7,ja,"Adventure, Action, Animation"
592,2014-06-26,Dawn of the Planet of the Apes,7.3,en,"Science Fiction, Action, Drama, Thriller"
593,2014-03-12,Need for Speed,6.3,en,"Action, Crime, Drama, Thriller"
594,2008-07-21,Batman Tech,7.2,en,Documentary
595,2009-07-01,Public Enemies,6.7,en,"Action, Crime"
596,2011-10-27,In Time,6.9,en,"Action, Thriller, Science Fiction"
597,2021-06-24,Rock Dog 2: Rock Around the Park,7.1,en,"Animation, Comedy, Music, Family"
598,2018-06-28,Hotel Transylvania 3: Summer Vacation,6.9,en,"Family, Fantasy, Comedy, Animation"
599,1992-03-07,Dragon Ball Z: The Return of Cooler,6.6,ja,"Action, Animation, Science Fiction"
600,2021-10-22,Koati,7.6,en,"Music, Animation"
601,2016-09-02,No Manches Frida,7.8,es,Comedy
602,2018-09-05,The Nun,5.8,en,"Horror, Mystery, Thriller"
603,2017-03-03,The Shack,7.4,en,"Drama, Fantasy"
604,2021-10-23,A Forbidden Orange,4.1,es,"Documentary, History"
605,2021-06-21,"Batman: The Long Halloween, Part One",7.8,en,"Animation, Mystery, Action, Crime"
606,2017-02-11,From Straight A's to XXX,5.6,en,"Drama, TV Movie"
607,2019-02-14,Fall in Love at First Kiss,6.7,zh,"Romance, Comedy"
608,2012-09-27,Taken 2,6.3,en,"Action, Crime, Thriller"
609,1972-03-14,The Godfather,8.7,en,"Drama, Crime"
610,1990-03-10,Dragon Ball Z: The World's Strongest,6.4,ja,"Action, Animation, Science Fiction"
611,2018-01-10,Maze Runner: The Death Cure,7.1,en,"Science Fiction, Action, Adventure, Thriller"
612,1998-10-24,The Lion King II: Simba's Pride,7,en,"Family, Adventure, Animation"
613,1999-06-18,Tarzan,7.4,en,"Family, Adventure, Animation, Drama"
614,1995-07-15,Dragon Ball Z: Wrath of the Dragon,7.2,ja,"Animation, Action, Science Fiction"
615,2019-05-22,Aladdin,7.1,en,"Adventure, Fantasy, Romance, Family"
616,2021-06-17,Whispering Corridors 6: The Humming,7.6,ko,Horror
617,2018-11-14,Fantastic Beasts: The Crimes of Grindelwald,6.9,en,"Adventure, Fantasy, Drama"
618,2012-05-30,Prometheus,6.5,en,"Science Fiction, Adventure, Mystery"
619,2019-08-22,Overcomer,7.7,en,Drama
620,2019-04-10,Hellboy,5.5,en,"Fantasy, Action, Adventure, Science Fiction"
621,2019-01-03,How to Train Your Dragon: The Hidden World,7.8,en,"Animation, Family, Adventure"
622,2012-09-20,Hotel Transylvania,7,en,"Animation, Comedy, Family, Fantasy"
623,2020-01-10,The Island of Giant Insects,4.5,ja,"Mystery, Drama, Horror, Adventure, Animation"
624,2009-08-19,Inglourious Basterds,8.2,en,"Drama, Action, Thriller, War"
625,1977-05-25,Star Wars,8.2,en,"Adventure, Action, Science Fiction"
626,2004-02-25,The Passion of the Christ,7.4,en,Drama
627,2021-09-15,Nightbooks,6.5,en,"Fantasy, Family"
628,2001-08-21,Sexo,5.2,en,Comedy
629,2021-12-03,Christmas ...Again?!,6.9,en,"Family, Comedy, Fantasy, TV Movie"
630,2013-06-19,Monsters University,7,en,"Animation, Family"
631,2017-06-16,Transformers: The Last Knight,6,en,"Action, Adventure, Science Fiction, Fantasy"
632,2011-04-03,Rio,6.7,en,"Animation, Adventure, Comedy, Family"
633,2014-09-05,The Guest,6.6,en,"Mystery, Thriller, Action"
634,2009-08-03,G.I. Joe: The Rise of Cobra,5.8,en,"Adventure, Action, Thriller, Science Fiction"
635,2015-05-13,Mad Max: Fury Road,7.5,en,"Action, Adventure, Science Fiction"
636,2010-08-26,The King of Fighters,5,en,"Action, Thriller, Science Fiction"
637,2021-07-10,Framed by My Husband,5.5,en,"TV Movie, Thriller"
638,1940-02-23,Pinocchio,7.1,en,"Animation, Family"
639,2019-05-29,Godzilla: King of the Monsters,6.7,en,"Science Fiction, Action"
640,1998-11-25,A Bug's Life,7,en,"Adventure, Animation, Comedy, Family"
641,2008-06-04,Kung Fu Panda,7.2,en,"Action, Adventure, Animation, Family, Comedy"
642,2004-11-14,The SpongeBob SquarePants Movie,6.9,en,"Family, Animation, Comedy, Fantasy"
643,2011-05-25,The Hangover Part II,6.4,en,Comedy
644,2015-03-12,Cinderella,6.8,en,"Romance, Fantasy, Family, Drama"
645,2004-06-10,Garfield,5.6,en,"Animation, Comedy, Family"
646,2021-08-27,He's All That,6.8,en,"Romance, Comedy"
647,2021-02-12,Tentacles,6.3,en,"Horror, Romance"
648,2018-07-16,Uncharted: Live Action Fan Film,5,en,"Action, Adventure"
